station_id,time_of_day,day_of_week,is_holiday,weather,nearby_events,temperature,platform_capacity,crowd_level
8,10,2,0,Sunny,1,31.3,900,High
6,12,3,0,Sunny,1,23.3,900,Medium
12,3,1,0,Sunny,0,32.7,500,Medium
8,13,1,0,Sunny,2,37.8,500,Medium
4,21,1,0,Sunny,1,36.8,500,Low
8,10,3,0,Rainy,1,33.7,900,High
18,9,0,0,Cloudy,0,37.1,500,Medium
5,18,5,0,Sunny,0,30.3,700,Low
9,17,6,0,Sunny,0,33.1,900,Low
4,5,4,0,Cloudy,1,26.6,700,High
17,14,6,0,Sunny,0,31.5,500,Low
9,20,2,0,Sunny,0,36.6,900,Low
1,9,0,0,Sunny,0,27.1,700,Medium
20,4,2,0,Sunny,0,25.7,300,Medium
13,4,6,0,Sunny,0,30.5,700,High
16,9,4,1,Sunny,1,28.9,900,High
13,4,3,0,Sunny,0,33.2,300,Medium
14,2,6,0,Sunny,1,27.7,500,High
3,22,1,0,Rainy,2,38.6,500,Medium
6,5,6,0,Sunny,0,23.6,700,High
18,3,1,0,Sunny,1,36.3,500,High
19,17,3,0,Sunny,1,26.2,700,Low
5,8,6,0,Rainy,0,21.0,700,High
15,16,0,0,Rainy,0,31.2,700,Low
2,12,0,0,Rainy,0,28.7,700,Medium
10,14,2,0,Sunny,0,24.5,900,Low
18,19,3,0,Rainy,1,21.6,900,Medium
13,16,0,0,Rainy,0,30.0,300,Low
5,12,6,0,Sunny,0,34.9,300,Medium
1,15,3,1,Sunny,1,32.9,500,High
1,21,4,0,Sunny,1,30.3,900,Medium
18,3,1,0,Rainy,1,32.4,300,High
15,4,6,0,Sunny,0,29.9,900,High
17,4,1,1,Sunny,0,22.9,900,High
11,8,1,1,Cloudy,0,22.9,500,High
17,16,3,0,Rainy,0,29.0,500,Low
13,12,3,0,Cloudy,0,29.2,700,Medium
1,1,2,0,Cloudy,0,34.3,900,Medium
2,12,1,0,Sunny,0,33.8,700,Low
9,21,2,0,Rainy,1,33.0,700,Medium
3,20,1,0,Sunny,1,28.6,700,Low
1,22,2,0,Cloudy,0,23.1,900,Low
16,18,2,0,Sunny,0,32.1,900,Low
6,2,4,0,Cloudy,1,32.6,700,High
17,9,2,0,Rainy,0,18.1,900,High
5,1,3,0,Rainy,2,25.8,700,High
5,12,2,0,Sunny,1,26.5,300,Medium
6,18,1,1,Sunny,1,30.6,900,Medium
3,16,2,1,Rainy,0,26.0,500,High
5,20,0,0,Sunny,1,29.8,500,Low
5,13,5,0,Cloudy,0,28.9,700,Medium
10,11,1,0,Sunny,0,29.2,300,Medium
10,20,0,0,Rainy,0,26.4,900,Low
19,11,1,0,Sunny,0,26.8,700,Medium
17,10,3,0,Rainy,1,24.6,300,High
14,6,5,0,Rainy,0,31.9,300,High
9,3,5,0,Sunny,0,32.9,900,High
14,18,3,0,Sunny,0,26.1,500,Low
1,0,5,0,Sunny,1,37.6,500,Medium
19,23,3,0,Sunny,1,28.4,300,Medium
13,2,0,0,Sunny,0,37.7,500,Medium
13,12,4,0,Rainy,2,26.8,300,High
4,14,1,0,Sunny,1,19.9,300,Low
1,1,3,0,Sunny,1,32.0,300,Medium
17,10,1,0,Sunny,1,31.2,500,Medium
8,3,0,0,Sunny,0,30.2,700,Medium
2,18,4,0,Sunny,0,26.8,500,Low
8,16,0,0,Cloudy,0,29.8,700,Low
7,2,5,0,Cloudy,0,27.4,500,Medium
2,17,1,0,Sunny,0,28.5,900,Low
3,7,6,0,Sunny,0,34.2,900,High
18,21,4,0,Cloudy,2,30.9,500,Medium
12,23,5,0,Sunny,0,33.0,900,Medium
1,18,4,0,Sunny,1,28.8,900,Low
12,4,5,1,Sunny,1,28.3,900,High
5,6,0,0,Sunny,0,24.2,900,High
17,20,3,0,Cloudy,2,28.1,700,Medium
16,7,1,0,Rainy,0,13.4,300,High
15,4,2,1,Sunny,0,27.0,700,High
15,16,2,0,Sunny,0,29.6,300,Low
5,4,0,0,Rainy,0,32.8,300,High
14,3,1,0,Cloudy,0,28.7,500,Medium
2,21,1,0,Rainy,0,31.7,500,Low
11,18,0,1,Rainy,1,19.1,500,High
19,20,1,1,Sunny,0,29.7,500,Medium
7,1,3,0,Cloudy,0,21.6,500,Medium
6,10,0,0,Rainy,0,24.0,700,High
2,21,3,0,Sunny,0,29.1,700,Low
6,12,1,0,Rainy,0,36.4,900,Medium
18,14,0,0,Sunny,0,31.9,700,Low
2,11,1,0,Sunny,2,30.1,700,High
18,21,0,0,Sunny,0,29.9,500,Low
15,20,1,0,Sunny,0,26.4,900,Low
19,21,3,1,Sunny,1,27.3,700,High
2,10,6,0,Sunny,1,32.1,700,High
20,6,3,0,Sunny,0,23.1,900,High
6,4,1,0,Sunny,0,33.0,300,Medium
1,16,0,1,Sunny,2,28.1,500,High
15,23,2,0,Sunny,0,34.1,700,Low
10,19,3,0,Rainy,0,34.8,700,Low
19,8,3,0,Sunny,0,21.6,900,High
17,13,5,0,Sunny,1,27.1,700,Medium
5,11,2,0,Cloudy,2,25.7,500,High
4,5,1,0,Rainy,2,20.9,700,High
10,16,6,1,Cloudy,1,24.8,300,High
17,18,0,0,Sunny,1,42.2,500,Low
10,18,5,0,Sunny,0,33.0,300,Low
17,15,1,0,Rainy,0,39.6,900,Medium
20,11,4,0,Sunny,0,34.1,500,Medium
5,11,6,0,Sunny,0,26.3,700,Medium
2,19,3,0,Sunny,0,28.1,500,Low
6,5,4,0,Cloudy,0,32.9,500,High
2,22,3,0,Sunny,0,32.2,500,Low
13,3,3,0,Cloudy,2,27.1,300,High
11,5,4,0,Cloudy,1,22.5,900,High
11,10,6,0,Sunny,1,46.4,500,High
16,0,4,1,Rainy,0,29.3,700,High
11,23,1,0,Rainy,0,28.4,500,Medium
19,22,5,0,Cloudy,0,30.6,500,Low
15,14,5,0,Sunny,1,28.8,900,Medium
16,10,4,0,Rainy,0,30.6,700,High
11,18,1,0,Sunny,0,36.4,700,Low
16,17,5,0,Cloudy,1,29.4,300,Low
8,16,1,0,Sunny,0,24.2,700,Low
4,18,1,0,Sunny,0,29.2,700,Low
8,20,3,0,Rainy,1,27.7,700,Medium
4,13,5,0,Cloudy,0,37.1,500,Low
3,17,5,0,Sunny,0,35.9,300,Low
3,18,3,0,Sunny,1,30.5,700,Low
18,14,4,0,Sunny,3,23.6,700,High
19,14,3,0,Cloudy,1,23.9,700,Medium
19,3,5,0,Rainy,1,30.1,500,High
5,6,5,0,Cloudy,0,31.7,500,High
18,12,6,0,Sunny,2,28.1,300,High
10,2,4,0,Sunny,0,27.6,900,Medium
6,15,3,0,Rainy,0,27.0,300,Low
1,8,0,0,Cloudy,0,29.9,500,Medium
5,7,0,1,Sunny,1,18.1,700,High
9,19,4,0,Cloudy,1,24.5,700,Low
12,12,3,0,Sunny,0,26.9,300,Low
14,16,3,0,Sunny,1,36.0,700,Low
2,16,1,0,Sunny,0,25.9,500,Low
17,16,5,0,Sunny,1,30.9,300,Low
14,0,2,0,Sunny,0,31.1,900,Medium
13,7,6,0,Sunny,0,36.5,500,High
9,18,4,0,Sunny,0,36.3,500,Low
15,5,2,0,Cloudy,0,29.7,700,High
15,2,2,0,Sunny,0,27.6,500,Medium
11,4,4,0,Sunny,0,26.7,500,High
16,12,3,0,Sunny,1,28.8,900,Medium
17,14,4,0,Sunny,1,27.8,700,Medium
4,13,2,0,Rainy,1,32.8,500,Medium
1,22,5,0,Sunny,0,32.1,700,Low
8,15,6,0,Rainy,1,33.0,500,Medium
17,17,6,0,Rainy,0,36.3,900,Medium
3,21,5,0,Sunny,1,39.3,700,Medium
20,21,5,0,Sunny,1,30.6,700,Medium
15,10,3,0,Sunny,1,35.5,900,High
15,2,0,0,Sunny,0,28.2,300,Medium
14,21,4,0,Rainy,0,35.9,500,Medium
14,9,6,0,Sunny,0,35.3,500,High
2,9,5,0,Sunny,0,35.0,300,Medium
13,20,4,0,Sunny,0,30.5,700,Low
14,15,6,0,Sunny,0,26.7,700,Low
19,11,5,0,Sunny,0,23.0,900,Medium
7,1,6,0,Sunny,0,29.8,900,Medium
3,8,3,0,Sunny,0,37.7,900,High
15,23,0,0,Sunny,0,28.5,300,Low
14,2,0,0,Rainy,1,33.9,300,High
11,23,5,1,Cloudy,0,34.2,700,High
15,14,6,0,Sunny,1,28.6,900,Medium
13,2,3,0,Sunny,0,36.6,700,Medium
18,18,1,0,Cloudy,0,15.5,300,Low
6,17,4,0,Sunny,2,23.9,500,Low
3,7,4,0,Sunny,1,25.4,700,High
19,16,2,0,Sunny,0,25.9,300,Low
15,7,3,0,Rainy,0,31.7,900,High
5,6,6,0,Sunny,0,31.5,500,High
10,6,2,0,Cloudy,1,32.0,500,High
7,2,5,0,Rainy,0,33.0,500,High
17,0,6,0,Rainy,1,25.2,900,High
7,3,2,0,Rainy,0,23.9,500,High
12,4,0,0,Sunny,0,32.0,300,Medium
17,0,4,0,Sunny,0,26.8,700,Medium
13,14,6,1,Cloudy,0,22.1,500,High
20,4,2,0,Cloudy,0,34.9,500,Medium
4,12,0,0,Sunny,0,37.0,300,Low
10,7,3,0,Cloudy,2,37.8,900,High
3,7,2,0,Sunny,0,30.9,500,High
9,4,5,0,Sunny,1,33.1,300,High
13,8,5,0,Sunny,0,36.8,300,High
18,0,5,0,Sunny,0,26.8,900,Medium
15,3,6,0,Sunny,1,35.6,900,High
4,2,4,0,Sunny,0,31.4,700,Medium
15,1,2,0,Sunny,0,34.6,500,Medium
2,7,3,0,Sunny,0,30.9,700,High
15,22,2,0,Sunny,0,36.5,300,Low
8,8,4,1,Cloudy,0,31.1,500,High
8,1,0,0,Sunny,1,22.6,300,Medium
17,13,4,0,Sunny,0,37.3,300,Low
12,13,5,0,Sunny,0,25.3,300,Low
19,3,6,0,Sunny,1,36.3,900,High
10,5,0,1,Rainy,0,29.5,900,High
9,10,6,0,Sunny,0,35.9,500,Medium
5,2,5,0,Rainy,1,35.7,300,High
6,7,1,0,Sunny,0,32.2,300,Medium
20,2,4,0,Sunny,0,32.5,500,Medium
2,13,4,1,Sunny,1,32.1,700,High
13,12,3,0,Sunny,1,19.9,300,Medium
6,12,2,0,Sunny,1,30.6,900,Medium
5,1,0,0,Sunny,1,24.4,700,Medium
1,12,6,0,Sunny,0,30.9,700,Medium
6,18,0,0,Sunny,1,24.3,700,Low
6,5,3,0,Cloudy,0,24.1,700,High
16,15,3,0,Sunny,0,38.0,700,Low
4,1,6,0,Sunny,0,35.3,700,Medium
11,7,2,0,Sunny,0,30.0,500,High
9,16,6,0,Sunny,1,30.9,500,Low
3,22,6,0,Sunny,1,28.8,700,Medium
19,1,5,1,Cloudy,1,32.8,900,High
8,9,2,0,Cloudy,0,26.6,500,Medium
5,15,4,0,Sunny,0,35.0,500,Low
4,5,5,0,Sunny,0,28.7,700,High
6,1,1,0,Sunny,0,27.9,900,Medium
2,1,2,0,Rainy,0,30.1,700,High
20,12,3,0,Sunny,0,27.0,900,Medium
11,23,5,0,Sunny,0,31.6,900,Medium
4,14,2,0,Sunny,0,27.3,300,Low
15,1,0,0,Rainy,1,32.3,500,High
6,6,6,0,Sunny,0,36.1,700,High
17,2,1,1,Sunny,0,26.4,500,High
6,7,4,0,Rainy,1,29.3,500,High
19,22,6,0,Sunny,1,32.3,900,Medium
2,13,0,0,Cloudy,1,27.8,500,Low
15,23,0,0,Sunny,0,32.3,300,Low
11,22,1,0,Rainy,1,32.8,700,Medium
8,21,4,0,Rainy,0,35.4,500,Medium
19,6,3,0,Sunny,0,27.0,700,High
13,20,5,0,Rainy,1,25.3,500,Medium
12,6,4,0,Sunny,0,28.5,700,High
5,0,2,0,Cloudy,0,25.2,700,Medium
6,16,0,0,Sunny,0,32.8,700,Low
4,8,2,0,Rainy,0,24.2,500,High
19,20,3,0,Sunny,0,41.7,300,Low
20,12,2,0,Cloudy,0,36.5,700,Medium
1,20,4,0,Sunny,0,30.1,900,Low
20,18,2,0,Cloudy,0,34.3,900,Low
17,20,3,1,Cloudy,0,21.8,900,Medium
12,18,3,0,Sunny,0,42.6,300,Low
15,21,3,0,Cloudy,0,27.0,700,Low
1,16,4,0,Cloudy,1,29.4,300,Low
14,22,3,0,Sunny,1,20.7,700,Medium
6,22,0,0,Sunny,0,32.4,300,Low
5,9,6,0,Sunny,0,24.5,700,High
11,9,3,1,Sunny,0,30.5,900,High
4,3,2,0,Sunny,3,27.3,700,High
13,7,5,0,Sunny,0,24.6,300,High
11,21,2,0,Sunny,0,26.0,700,Low
3,19,5,0,Sunny,1,31.1,500,Low
1,19,2,0,Sunny,0,23.6,700,Low
6,17,4,0,Cloudy,0,26.3,900,Low
18,13,2,1,Rainy,0,33.3,700,High
10,17,4,0,Sunny,1,43.0,500,Low
5,13,4,0,Rainy,0,32.4,500,Medium
10,19,3,0,Rainy,0,25.4,500,Low
12,20,0,0,Cloudy,1,28.2,300,Low
2,23,5,0,Sunny,1,30.2,500,Medium
13,14,3,0,Sunny,1,28.3,300,Low
8,21,3,1,Cloudy,0,34.5,500,Medium
2,3,6,0,Cloudy,0,31.1,300,High
20,12,4,0,Rainy,0,34.5,500,Medium
1,22,4,0,Rainy,0,28.4,500,Medium
5,7,5,0,Sunny,1,36.6,700,High
9,17,2,1,Sunny,0,29.2,500,Medium
17,11,2,0,Sunny,0,25.1,700,Medium
9,22,3,0,Sunny,0,40.9,500,Low
11,13,1,0,Cloudy,1,20.9,500,Medium
15,1,1,0,Sunny,2,26.3,700,High
6,17,2,0,Sunny,0,26.9,700,Low
3,23,1,0,Cloudy,1,42.5,300,Low
17,1,6,0,Sunny,0,39.0,900,Medium
5,10,2,0,Cloudy,0,37.5,700,Medium
12,8,4,0,Cloudy,0,28.3,300,High
18,11,3,0,Sunny,1,42.1,500,Medium
14,16,0,0,Sunny,0,31.8,700,Low
11,14,3,0,Sunny,2,34.9,700,Medium
9,16,2,0,Sunny,1,30.9,500,Low
2,17,6,0,Sunny,1,29.8,500,Low
12,21,2,0,Sunny,0,28.7,500,Low
3,5,3,0,Cloudy,1,29.0,500,High
3,16,6,0,Sunny,1,33.0,900,Medium
1,22,6,1,Rainy,2,31.8,700,High
8,23,6,0,Sunny,1,29.8,500,Medium
8,17,5,0,Sunny,1,37.5,500,Low
11,7,2,0,Cloudy,1,15.2,900,High
9,8,1,0,Sunny,0,32.5,700,Medium
5,5,1,0,Sunny,0,33.6,300,Medium
14,4,2,0,Rainy,0,35.7,700,High
3,11,2,1,Rainy,1,29.7,300,High
5,10,5,0,Rainy,1,31.0,900,High
5,0,1,0,Sunny,0,34.9,500,Low
19,10,2,0,Sunny,0,37.5,900,Medium
14,18,2,0,Cloudy,2,28.5,700,Low
4,8,5,0,Cloudy,0,31.3,500,High
13,1,5,0,Sunny,0,38.4,700,Medium
10,11,3,0,Cloudy,0,19.4,300,Medium
18,3,5,0,Sunny,0,26.5,700,High
8,3,0,0,Sunny,1,37.3,900,High
8,17,1,0,Sunny,1,35.5,900,Low
7,14,3,0,Sunny,0,32.6,900,Low
8,18,0,0,Sunny,0,27.8,500,Low
14,12,2,0,Sunny,0,25.6,700,Medium
19,18,2,0,Sunny,0,27.0,500,Low
6,16,3,0,Rainy,1,37.7,700,Medium
1,5,5,0,Rainy,1,26.9,300,High
15,15,6,0,Rainy,0,30.5,700,Medium
1,23,6,0,Cloudy,0,26.2,700,Medium
17,11,2,0,Sunny,0,34.2,700,Medium
1,18,6,0,Sunny,0,27.3,700,Low
15,4,4,0,Rainy,0,29.5,300,High
2,16,3,0,Sunny,0,21.6,500,Low
14,22,0,0,Sunny,0,21.9,900,Low
8,0,3,0,Sunny,0,30.0,700,Medium
8,23,1,0,Cloudy,0,23.4,900,Low
19,22,5,0,Sunny,0,40.5,900,Low
7,9,5,0,Cloudy,1,19.7,900,High
19,14,3,0,Sunny,1,26.0,900,Medium
6,22,2,0,Rainy,1,30.1,700,Medium
6,20,2,0,Cloudy,1,28.2,900,Low
3,20,4,0,Rainy,1,24.5,700,Medium
7,10,4,0,Sunny,0,25.2,300,Medium
19,12,5,0,Sunny,1,25.0,500,Medium
8,4,4,0,Cloudy,0,28.6,500,High
10,0,0,0,Sunny,0,39.8,700,Low
20,23,4,0,Sunny,0,30.4,700,Low
15,11,0,1,Sunny,1,35.9,500,High
15,10,4,0,Cloudy,1,32.5,900,High
1,16,5,1,Sunny,0,35.6,700,Medium
20,3,5,0,Rainy,2,16.0,900,High
7,14,0,0,Sunny,0,28.5,700,Low
4,8,3,0,Sunny,0,36.5,700,High
6,20,5,0,Rainy,0,27.1,300,Low
1,19,3,0,Sunny,0,38.8,300,Low
5,18,2,0,Sunny,0,37.4,500,Low
1,18,0,0,Rainy,2,27.7,300,Medium
4,11,6,0,Cloudy,0,27.5,300,Medium
2,4,5,0,Sunny,1,24.9,500,High
10,9,1,0,Cloudy,0,26.9,900,Medium
5,16,2,0,Rainy,0,23.8,300,Low
10,4,3,0,Cloudy,0,32.1,900,High
1,21,5,0,Sunny,1,22.7,500,Low
6,15,0,0,Sunny,0,33.0,700,Low
13,6,6,0,Cloudy,0,33.1,900,High
15,8,4,0,Cloudy,2,21.7,500,High
4,2,6,0,Sunny,0,37.7,900,High
13,14,1,0,Sunny,0,32.6,500,Low
20,15,3,1,Sunny,0,33.7,500,Medium
15,17,2,0,Sunny,1,26.2,700,Low
8,13,6,0,Sunny,0,33.1,900,Medium
5,2,0,0,Sunny,1,35.6,700,Medium
15,11,1,0,Cloudy,1,29.5,700,Medium
4,8,0,0,Sunny,0,40.0,900,High
12,6,5,0,Rainy,1,30.2,900,High
13,8,4,0,Sunny,1,35.7,500,High
2,12,2,0,Sunny,0,31.5,900,Medium
19,17,0,0,Sunny,1,32.9,500,Low
19,4,3,0,Sunny,1,21.6,500,High
4,12,5,1,Rainy,0,31.9,500,High
4,3,5,0,Cloudy,0,26.3,500,High
11,1,2,0,Sunny,0,25.8,500,Medium
5,15,5,0,Sunny,0,38.7,500,Low
20,8,3,0,Sunny,0,28.9,900,High
11,8,0,0,Cloudy,0,25.0,900,High
10,5,2,0,Rainy,0,28.2,300,High
8,10,5,0,Sunny,1,23.5,900,High
6,21,5,0,Rainy,1,37.2,700,Medium
6,23,3,0,Cloudy,0,26.5,300,Low
8,21,4,0,Sunny,1,32.6,900,Medium
15,0,4,0,Sunny,0,36.8,700,Medium
14,3,6,0,Cloudy,0,27.5,900,High
11,12,5,0,Rainy,0,32.7,500,Medium
12,22,0,0,Sunny,0,24.8,300,Low
13,12,2,0,Sunny,1,42.2,500,Medium
8,12,5,0,Sunny,1,34.7,300,Medium
18,1,1,0,Sunny,0,29.0,300,Medium
1,8,2,0,Rainy,0,26.1,500,High
15,23,6,0,Sunny,2,29.4,300,Medium
8,7,4,0,Rainy,0,28.3,300,High
11,6,5,0,Cloudy,0,39.8,900,High
12,3,3,0,Sunny,0,23.9,700,Medium
12,17,1,0,Sunny,0,30.7,500,Low
4,2,5,0,Sunny,1,29.9,900,High
16,5,6,0,Rainy,1,29.4,900,High
4,11,0,0,Sunny,0,29.5,500,Medium
5,11,1,0,Rainy,0,29.4,300,Medium
5,20,6,1,Cloudy,1,34.4,500,High
8,7,5,1,Sunny,1,33.0,700,High
10,21,0,0,Cloudy,0,32.1,700,Low
17,21,1,1,Cloudy,0,14.8,500,Medium
9,0,0,0,Sunny,0,31.5,900,Medium
19,3,0,0,Sunny,1,21.7,500,High
14,20,1,0,Cloudy,1,33.2,700,Low
8,10,1,0,Cloudy,1,37.4,500,Medium
9,2,0,1,Sunny,0,25.4,300,High
11,12,6,0,Sunny,1,28.7,500,Medium
1,16,4,0,Sunny,0,27.0,900,Low
14,21,1,0,Cloudy,2,36.2,300,Low
5,21,5,0,Sunny,0,30.5,700,Low
14,9,2,0,Sunny,1,38.6,500,High
4,20,3,1,Cloudy,0,32.1,900,Medium
1,11,0,0,Sunny,1,31.2,900,Medium
19,14,0,0,Rainy,0,30.3,700,Medium
8,20,3,0,Sunny,0,34.1,500,Low
15,9,4,0,Cloudy,0,21.3,900,High
15,13,3,0,Sunny,1,30.4,300,Medium
9,12,1,0,Rainy,1,29.6,500,Medium
9,4,3,0,Rainy,1,33.6,700,High
10,5,0,0,Sunny,1,29.1,300,High
20,23,3,0,Sunny,0,24.8,500,Low
9,1,2,0,Sunny,2,30.0,900,High
3,21,5,0,Sunny,1,24.6,700,Medium
20,16,1,0,Cloudy,0,20.4,700,Low
11,3,3,0,Cloudy,1,33.6,500,High
6,13,0,1,Sunny,1,32.9,700,High
2,9,6,0,Rainy,0,32.3,300,High
7,2,5,0,Rainy,0,36.5,500,High
18,2,1,0,Cloudy,0,26.7,300,Medium
2,14,0,0,Sunny,1,22.8,700,Low
17,5,4,0,Sunny,0,29.6,700,High
11,16,2,0,Sunny,0,28.3,700,Low
12,11,4,0,Sunny,0,25.8,300,Medium
19,21,2,0,Sunny,1,29.6,700,Low
7,19,3,0,Sunny,0,26.9,500,Low
20,23,1,0,Sunny,1,20.8,900,Medium
6,10,3,0,Rainy,1,27.8,500,High
1,3,2,1,Sunny,0,24.3,900,High
17,5,2,0,Sunny,1,31.2,700,High
11,0,2,0,Sunny,0,26.7,500,Low
18,19,5,0,Sunny,0,35.6,300,Low
17,22,0,0,Sunny,0,38.0,900,Low
7,15,1,0,Sunny,0,33.4,300,Low
17,14,3,0,Sunny,1,22.2,900,Medium
20,16,3,0,Sunny,0,37.5,700,Low
9,7,4,0,Sunny,1,37.9,500,High
17,11,2,0,Sunny,0,30.1,900,Medium
20,21,6,0,Cloudy,2,36.6,500,Medium
8,20,2,0,Sunny,0,27.2,900,Low
17,9,2,0,Sunny,0,20.7,900,High
7,14,6,0,Sunny,0,26.2,700,Low
1,8,3,0,Sunny,0,38.6,900,High
13,1,4,0,Sunny,2,22.5,300,High
19,4,0,0,Sunny,0,30.0,900,Medium
19,5,6,0,Rainy,1,30.2,900,High
17,6,5,1,Sunny,0,27.4,900,High
13,20,1,0,Sunny,0,27.8,700,Low
16,0,6,0,Cloudy,0,30.4,500,Medium
8,22,0,0,Cloudy,1,27.2,500,Low
19,6,3,0,Sunny,0,22.9,700,High
18,19,5,0,Sunny,1,31.1,300,Low
1,11,5,0,Sunny,1,35.4,300,Medium
14,15,5,0,Sunny,0,34.3,700,Low
19,15,2,0,Sunny,1,26.0,500,Low
15,10,1,0,Sunny,0,23.7,300,Medium
18,20,3,0,Rainy,0,28.6,700,Low
2,3,3,0,Sunny,0,37.8,500,Medium
17,12,5,0,Sunny,0,33.2,300,Medium
18,6,3,0,Sunny,0,33.5,300,High
6,3,1,0,Cloudy,0,34.4,700,Medium
19,14,1,0,Sunny,1,32.1,500,Low
4,18,4,1,Rainy,0,30.6,300,Medium
1,8,6,0,Sunny,0,33.3,700,High
8,10,6,0,Sunny,2,27.3,300,High
7,7,4,0,Sunny,1,22.9,500,High
3,0,0,0,Sunny,0,33.6,900,Medium
10,22,6,0,Sunny,0,36.2,300,Low
10,23,1,0,Sunny,0,24.4,500,Low
19,7,1,0,Sunny,0,34.1,300,Medium
14,12,6,0,Rainy,0,38.4,900,High
2,21,1,0,Sunny,2,30.0,900,Medium
1,3,4,1,Sunny,1,25.9,300,High
18,7,5,0,Sunny,0,30.6,700,High
7,2,5,0,Rainy,0,27.2,300,High
8,8,3,0,Cloudy,0,26.9,500,High
1,1,5,0,Sunny,0,32.2,700,Medium
3,1,2,0,Sunny,1,22.0,500,Medium
8,12,4,0,Sunny,0,22.8,500,Medium
15,14,1,0,Cloudy,0,30.1,700,Low
5,22,6,0,Cloudy,0,29.9,900,Medium
3,11,5,1,Sunny,1,31.7,500,High
19,3,4,0,Sunny,2,39.4,300,High
1,7,5,0,Sunny,0,30.5,900,High
15,8,0,1,Sunny,2,33.0,900,High
8,22,1,0,Rainy,1,25.1,700,Medium
2,4,0,0,Sunny,0,33.8,300,Medium
3,23,1,0,Sunny,0,27.4,300,Low
14,19,4,0,Rainy,1,30.4,900,Medium
14,17,3,0,Cloudy,0,29.5,500,Low
11,10,5,0,Sunny,0,35.2,500,Medium
16,14,5,0,Rainy,0,23.5,300,Medium
4,21,2,0,Sunny,0,18.6,900,Low
20,8,6,0,Cloudy,1,28.9,900,High
5,16,0,0,Cloudy,0,32.3,900,Low
14,11,5,0,Sunny,0,30.8,700,Medium
16,6,4,0,Rainy,0,36.2,300,High
18,9,3,0,Cloudy,0,32.2,300,Medium
7,9,6,0,Sunny,0,27.2,500,High
10,12,4,0,Sunny,0,18.4,500,Medium
7,18,0,0,Rainy,0,28.8,300,Low
1,10,2,0,Sunny,0,35.1,300,Medium
19,12,5,0,Sunny,0,28.0,500,Medium
16,20,4,0,Cloudy,1,30.1,300,Low
19,7,6,0,Rainy,0,32.1,500,High
4,7,1,0,Sunny,1,24.9,300,High
18,3,3,1,Sunny,0,33.1,700,High
2,14,6,0,Sunny,0,38.2,700,Low
1,10,4,0,Sunny,0,29.1,900,Medium
15,10,3,0,Sunny,2,24.4,300,High
5,0,5,0,Rainy,0,29.7,500,Medium
20,16,1,0,Sunny,0,18.9,300,Low
11,14,2,0,Sunny,2,31.7,300,Medium
10,19,6,0,Sunny,0,32.3,900,Low
2,5,2,0,Cloudy,0,38.4,500,High
3,23,1,0,Sunny,0,29.0,300,Low
12,21,3,0,Sunny,0,32.0,500,Low
20,14,5,0,Sunny,0,25.7,300,Low
5,8,4,0,Sunny,0,28.2,900,High
5,13,1,0,Sunny,2,22.4,500,Medium
6,17,0,0,Sunny,0,29.0,300,Low
9,16,3,0,Sunny,1,28.5,700,Low
2,17,2,0,Sunny,1,31.5,500,Low
12,4,6,0,Sunny,0,26.9,900,High
3,19,1,0,Sunny,0,30.4,700,Low
20,19,2,0,Sunny,0,28.3,500,Low
12,8,3,0,Sunny,1,28.3,500,High
17,10,2,0,Sunny,0,30.4,500,Medium
10,23,1,0,Sunny,0,30.2,500,Low
14,21,3,0,Rainy,1,33.8,300,Medium
17,0,0,0,Sunny,0,29.4,300,Low
18,17,1,0,Sunny,0,28.3,500,Low
19,5,4,0,Sunny,0,29.1,900,High
17,1,5,0,Cloudy,0,26.4,300,Medium
14,14,1,0,Cloudy,1,28.2,500,Low
9,20,3,0,Sunny,0,40.2,500,Low
8,13,6,0,Sunny,1,25.4,900,Medium
2,4,5,0,Sunny,0,28.6,900,High
13,5,1,0,Sunny,0,28.1,900,High
7,5,0,0,Sunny,0,28.8,700,Medium
9,21,6,0,Rainy,1,28.3,500,Medium
11,17,0,0,Sunny,0,31.4,900,Low
14,13,4,1,Cloudy,1,21.4,500,High
4,9,6,0,Sunny,0,35.2,300,High
13,13,2,0,Cloudy,0,33.2,500,Low
2,12,6,1,Rainy,0,23.8,500,High
5,2,5,0,Sunny,2,18.7,700,High
11,5,6,0,Sunny,0,25.1,300,High
6,7,3,0,Sunny,0,28.8,300,High
18,11,3,0,Sunny,0,42.9,700,Medium
10,12,2,1,Sunny,0,32.7,900,High
4,10,6,0,Sunny,0,21.0,900,High
9,11,0,0,Sunny,1,26.6,500,Medium
6,0,0,0,Cloudy,0,29.7,700,Low
2,16,1,0,Sunny,0,31.3,900,Low
17,15,4,0,Cloudy,0,23.4,300,Low
5,10,5,0,Sunny,2,29.3,700,High
6,12,4,0,Rainy,0,26.4,900,High
12,17,6,0,Sunny,1,24.5,300,Low
10,10,4,0,Sunny,0,31.3,700,Medium
6,11,1,0,Cloudy,0,33.9,500,Medium
8,5,4,0,Sunny,0,34.2,500,High
2,8,2,0,Rainy,0,32.9,300,High
12,15,1,0,Sunny,0,27.5,900,Low
13,3,2,0,Sunny,0,33.6,900,High
7,2,6,0,Sunny,0,31.5,700,High
10,15,1,0,Rainy,0,30.7,300,Low
13,23,6,1,Sunny,0,26.9,900,High
17,11,6,0,Rainy,0,27.5,500,High
14,10,4,0,Cloudy,0,30.4,300,Medium
